date,year,month,event_category,event_count,fatalities,geographic_level,country,source
2006-10-01,2006,10,demonstrations,0,,national,Uganda,ACLED via HDX
2006-10-01,2006,10,political_violence,6,71.0,national,Uganda,ACLED via HDX
2006-11-01,2006,11,civilian_targeting,4,18.0,national,Uganda,ACLED via HDX
2006-11-01,2006,11,demonstrations,2,,national,Uganda,ACLED via HDX
2006-11-01,2006,11,political_violence,6,30.0,national,Uganda,ACLED via HDX
2006-12-01,2006,12,civilian_targeting,2,2.0,national,Uganda,ACLED via HDX
2006-12-01,2006,12,demonstrations,0,,national,Uganda,ACLED via HDX
2006-12-01,2006,12,political_violence,3,4.0,national,Uganda,ACLED via HDX
2007-01-01,2007,1,civilian_targeting,4,11.0,national,Uganda,ACLED via HDX
2007-01-01,2007,1,demonstrations,2,,national,Uganda,ACLED via HDX
2007-01-01,2007,1,political_violence,4,11.0,national,Uganda,ACLED via HDX
2007-02-01,2007,2,civilian_targeting,4,28.0,national,Uganda,ACLED via HDX
2007-02-01,2007,2,demonstrations,0,,national,Uganda,ACLED via HDX
2007-02-01,2007,2,political_violence,10,62.0,national,Uganda,ACLED via HDX
2007-03-01,2007,3,civilian_targeting,2,6.0,national,Uganda,ACLED via HDX
2007-03-01,2007,3,demonstrations,3,,national,Uganda,ACLED via HDX
2007-03-01,2007,3,political_violence,13,128.0,national,Uganda,ACLED via HDX
2007-04-01,2007,4,civilian_targeting,5,2.0,national,Uganda,ACLED via HDX
2007-04-01,2007,4,demonstrations,5,,national,Uganda,ACLED via HDX
2007-04-01,2007,4,political_violence,9,23.0,national,Uganda,ACLED via HDX
2007-05-01,2007,5,civilian_targeting,2,3.0,national,Uganda,ACLED via HDX
2007-05-01,2007,5,demonstrations,0,,national,Uganda,ACLED via HDX
2007-05-01,2007,5,political_violence,4,9.0,national,Uganda,ACLED via HDX
2007-06-01,2007,6,civilian_targeting,2,3.0,national,Uganda,ACLED via HDX
2007-06-01,2007,6,demonstrations,0,,national,Uganda,ACLED via HDX
2007-06-01,2007,6,political_violence,5,3.0,national,Uganda,ACLED via HDX
2007-07-01,2007,7,civilian_targeting,2,1.0,national,Uganda,ACLED via HDX
2007-07-01,2007,7,demonstrations,1,,national,Uganda,ACLED via HDX
2007-07-01,2007,7,political_violence,4,9.0,national,Uganda,ACLED via HDX
2007-08-01,2007,8,civilian_targeting,3,8.0,national,Uganda,ACLED via HDX
2007-08-01,2007,8,demonstrations,1,,national,Uganda,ACLED via HDX
2007-08-01,2007,8,political_violence,6,10.0,national,Uganda,ACLED via HDX
2007-09-01,2007,9,civilian_targeting,2,7.0,national,Uganda,ACLED via HDX
2007-09-01,2007,9,demonstrations,4,,national,Uganda,ACLED via HDX
2007-09-01,2007,9,political_violence,4,7.0,national,Uganda,ACLED via HDX
2007-10-01,2007,10,civilian_targeting,1,1.0,national,Uganda,ACLED via HDX
2007-10-01,2007,10,demonstrations,0,,national,Uganda,ACLED via HDX
2007-10-01,2007,10,political_violence,4,7.0,national,Uganda,ACLED via HDX
2007-11-01,2007,11,civilian_targeting,7,13.0,national,Uganda,ACLED via HDX
2007-11-01,2007,11,demonstrations,3,,national,Uganda,ACLED via HDX
2007-11-01,2007,11,political_violence,10,21.0,national,Uganda,ACLED via HDX
2007-12-01,2007,12,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2007-12-01,2007,12,demonstrations,1,,national,Uganda,ACLED via HDX
2007-12-01,2007,12,political_violence,2,2.0,national,Uganda,ACLED via HDX
2008-01-01,2008,1,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2008-01-01,2008,1,demonstrations,0,,national,Uganda,ACLED via HDX
2008-01-01,2008,1,political_violence,1,0.0,national,Uganda,ACLED via HDX
2008-02-01,2008,2,civilian_targeting,4,6.0,national,Uganda,ACLED via HDX
2008-02-01,2008,2,demonstrations,6,,national,Uganda,ACLED via HDX
2008-02-01,2008,2,political_violence,4,6.0,national,Uganda,ACLED via HDX
2008-03-01,2008,3,civilian_targeting,7,22.0,national,Uganda,ACLED via HDX
2008-03-01,2008,3,demonstrations,0,,national,Uganda,ACLED via HDX
2008-03-01,2008,3,political_violence,11,25.0,national,Uganda,ACLED via HDX
2008-04-01,2008,4,civilian_targeting,4,4.0,national,Uganda,ACLED via HDX
2008-04-01,2008,4,demonstrations,4,,national,Uganda,ACLED via HDX
2008-04-01,2008,4,political_violence,4,4.0,national,Uganda,ACLED via HDX
2008-05-01,2008,5,civilian_targeting,3,3.0,national,Uganda,ACLED via HDX
2008-05-01,2008,5,demonstrations,1,,national,Uganda,ACLED via HDX
2008-05-01,2008,5,political_violence,5,5.0,national,Uganda,ACLED via HDX
2008-06-01,2008,6,civilian_targeting,6,33.0,national,Uganda,ACLED via HDX
2008-06-01,2008,6,demonstrations,3,,national,Uganda,ACLED via HDX
2008-06-01,2008,6,political_violence,6,33.0,national,Uganda,ACLED via HDX
2008-07-01,2008,7,civilian_targeting,2,4.0,national,Uganda,ACLED via HDX
2008-07-01,2008,7,demonstrations,0,,national,Uganda,ACLED via HDX
2008-07-01,2008,7,political_violence,8,4.0,national,Uganda,ACLED via HDX
2008-08-01,2008,8,civilian_targeting,4,1.0,national,Uganda,ACLED via HDX
2008-08-01,2008,8,demonstrations,1,,national,Uganda,ACLED via HDX
2008-08-01,2008,8,political_violence,13,29.0,national,Uganda,ACLED via HDX
2008-09-01,2008,9,civilian_targeting,2,12.0,national,Uganda,ACLED via HDX
2008-09-01,2008,9,demonstrations,1,,national,Uganda,ACLED via HDX
2008-09-01,2008,9,political_violence,6,48.0,national,Uganda,ACLED via HDX
2008-10-01,2008,10,civilian_targeting,3,14.0,national,Uganda,ACLED via HDX
2008-10-01,2008,10,demonstrations,1,,national,Uganda,ACLED via HDX
2008-10-01,2008,10,political_violence,5,16.0,national,Uganda,ACLED via HDX
2008-11-01,2008,11,civilian_targeting,3,3.0,national,Uganda,ACLED via HDX
2008-11-01,2008,11,demonstrations,3,,national,Uganda,ACLED via HDX
2008-11-01,2008,11,political_violence,3,3.0,national,Uganda,ACLED via HDX
2008-12-01,2008,12,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2008-12-01,2008,12,demonstrations,1,,national,Uganda,ACLED via HDX
2008-12-01,2008,12,political_violence,0,0.0,national,Uganda,ACLED via HDX
2009-01-01,2009,1,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2009-01-01,2009,1,demonstrations,0,,national,Uganda,ACLED via HDX
2009-01-01,2009,1,political_violence,3,10.0,national,Uganda,ACLED via HDX
2009-02-01,2009,2,civilian_targeting,3,5.0,national,Uganda,ACLED via HDX
2009-02-01,2009,2,demonstrations,1,,national,Uganda,ACLED via HDX
2009-02-01,2009,2,political_violence,3,5.0,national,Uganda,ACLED via HDX
2009-03-01,2009,3,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2009-03-01,2009,3,demonstrations,5,,national,Uganda,ACLED via HDX
2009-03-01,2009,3,political_violence,1,0.0,national,Uganda,ACLED via HDX
2009-04-01,2009,4,civilian_targeting,2,7.0,national,Uganda,ACLED via HDX
2009-04-01,2009,4,demonstrations,3,,national,Uganda,ACLED via HDX
2009-04-01,2009,4,political_violence,4,7.0,national,Uganda,ACLED via HDX
2009-05-01,2009,5,civilian_targeting,1,10.0,national,Uganda,ACLED via HDX
2009-05-01,2009,5,demonstrations,4,,national,Uganda,ACLED via HDX
2009-05-01,2009,5,political_violence,5,27.0,national,Uganda,ACLED via HDX
2009-06-01,2009,6,civilian_targeting,5,12.0,national,Uganda,ACLED via HDX
2009-06-01,2009,6,demonstrations,4,,national,Uganda,ACLED via HDX
2009-06-01,2009,6,political_violence,12,26.0,national,Uganda,ACLED via HDX
2009-07-01,2009,7,civilian_targeting,2,1.0,national,Uganda,ACLED via HDX
2009-07-01,2009,7,demonstrations,3,,national,Uganda,ACLED via HDX
2009-07-01,2009,7,political_violence,4,1.0,national,Uganda,ACLED via HDX
2009-08-01,2009,8,civilian_targeting,2,0.0,national,Uganda,ACLED via HDX
2009-08-01,2009,8,demonstrations,3,,national,Uganda,ACLED via HDX
2009-08-01,2009,8,political_violence,4,2.0,national,Uganda,ACLED via HDX
2009-09-01,2009,9,civilian_targeting,10,4.0,national,Uganda,ACLED via HDX
2009-09-01,2009,9,demonstrations,15,,national,Uganda,ACLED via HDX
2009-09-01,2009,9,political_violence,10,4.0,national,Uganda,ACLED via HDX
2009-10-01,2009,10,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2009-10-01,2009,10,demonstrations,2,,national,Uganda,ACLED via HDX
2009-10-01,2009,10,political_violence,5,7.0,national,Uganda,ACLED via HDX
2009-11-01,2009,11,civilian_targeting,4,0.0,national,Uganda,ACLED via HDX
2009-11-01,2009,11,demonstrations,0,,national,Uganda,ACLED via HDX
2009-11-01,2009,11,political_violence,13,30.0,national,Uganda,ACLED via HDX
2009-12-01,2009,12,civilian_targeting,4,2.0,national,Uganda,ACLED via HDX
2009-12-01,2009,12,demonstrations,2,,national,Uganda,ACLED via HDX
2009-12-01,2009,12,political_violence,9,12.0,national,Uganda,ACLED via HDX
2010-01-01,2010,1,civilian_targeting,9,33.0,national,Uganda,ACLED via HDX
2010-01-01,2010,1,demonstrations,2,,national,Uganda,ACLED via HDX
2010-01-01,2010,1,political_violence,13,33.0,national,Uganda,ACLED via HDX
2010-02-01,2010,2,civilian_targeting,4,4.0,national,Uganda,ACLED via HDX
2010-02-01,2010,2,demonstrations,1,,national,Uganda,ACLED via HDX
2010-02-01,2010,2,political_violence,6,5.0,national,Uganda,ACLED via HDX
2010-03-01,2010,3,civilian_targeting,6,7.0,national,Uganda,ACLED via HDX
2010-03-01,2010,3,demonstrations,8,,national,Uganda,ACLED via HDX
2010-03-01,2010,3,political_violence,10,18.0,national,Uganda,ACLED via HDX
2010-04-01,2010,4,civilian_targeting,5,12.0,national,Uganda,ACLED via HDX
2010-04-01,2010,4,demonstrations,3,,national,Uganda,ACLED via HDX
2010-04-01,2010,4,political_violence,12,57.0,national,Uganda,ACLED via HDX
2010-05-01,2010,5,civilian_targeting,5,5.0,national,Uganda,ACLED via HDX
2010-05-01,2010,5,demonstrations,2,,national,Uganda,ACLED via HDX
2010-05-01,2010,5,political_violence,6,5.0,national,Uganda,ACLED via HDX
2010-06-01,2010,6,civilian_targeting,6,2.0,national,Uganda,ACLED via HDX
2010-06-01,2010,6,demonstrations,6,,national,Uganda,ACLED via HDX
2010-06-01,2010,6,political_violence,8,12.0,national,Uganda,ACLED via HDX
2010-07-01,2010,7,civilian_targeting,2,77.0,national,Uganda,ACLED via HDX
2010-07-01,2010,7,demonstrations,0,,national,Uganda,ACLED via HDX
2010-07-01,2010,7,political_violence,2,77.0,national,Uganda,ACLED via HDX
2010-08-01,2010,8,civilian_targeting,6,3.0,national,Uganda,ACLED via HDX
2010-08-01,2010,8,demonstrations,3,,national,Uganda,ACLED via HDX
2010-08-01,2010,8,political_violence,8,3.0,national,Uganda,ACLED via HDX
2010-09-01,2010,9,civilian_targeting,6,7.0,national,Uganda,ACLED via HDX
2010-09-01,2010,9,demonstrations,4,,national,Uganda,ACLED via HDX
2010-09-01,2010,9,political_violence,9,10.0,national,Uganda,ACLED via HDX
2010-10-01,2010,10,civilian_targeting,5,6.0,national,Uganda,ACLED via HDX
2010-10-01,2010,10,demonstrations,4,,national,Uganda,ACLED via HDX
2010-10-01,2010,10,political_violence,11,53.0,national,Uganda,ACLED via HDX
2010-11-01,2010,11,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2010-11-01,2010,11,demonstrations,0,,national,Uganda,ACLED via HDX
2010-11-01,2010,11,political_violence,2,10.0,national,Uganda,ACLED via HDX
2010-12-01,2010,12,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2010-12-01,2010,12,demonstrations,1,,national,Uganda,ACLED via HDX
2010-12-01,2010,12,political_violence,0,0.0,national,Uganda,ACLED via HDX
2011-01-01,2011,1,civilian_targeting,3,1.0,national,Uganda,ACLED via HDX
2011-01-01,2011,1,demonstrations,2,,national,Uganda,ACLED via HDX
2011-01-01,2011,1,political_violence,6,1.0,national,Uganda,ACLED via HDX
2011-02-01,2011,2,civilian_targeting,8,0.0,national,Uganda,ACLED via HDX
2011-02-01,2011,2,demonstrations,4,,national,Uganda,ACLED via HDX
2011-02-01,2011,2,political_violence,15,2.0,national,Uganda,ACLED via HDX
2011-03-01,2011,3,civilian_targeting,4,1.0,national,Uganda,ACLED via HDX
2011-03-01,2011,3,demonstrations,9,,national,Uganda,ACLED via HDX
2011-03-01,2011,3,political_violence,5,3.0,national,Uganda,ACLED via HDX
2011-04-01,2011,4,civilian_targeting,18,9.0,national,Uganda,ACLED via HDX
2011-04-01,2011,4,demonstrations,27,,national,Uganda,ACLED via HDX
2011-04-01,2011,4,political_violence,19,11.0,national,Uganda,ACLED via HDX
2011-05-01,2011,5,civilian_targeting,7,0.0,national,Uganda,ACLED via HDX
2011-05-01,2011,5,demonstrations,14,,national,Uganda,ACLED via HDX
2011-05-01,2011,5,political_violence,9,1.0,national,Uganda,ACLED via HDX
2011-06-01,2011,6,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2011-06-01,2011,6,demonstrations,0,,national,Uganda,ACLED via HDX
2011-06-01,2011,6,political_violence,0,0.0,national,Uganda,ACLED via HDX
2011-07-01,2011,7,civilian_targeting,2,2.0,national,Uganda,ACLED via HDX
2011-07-01,2011,7,demonstrations,0,,national,Uganda,ACLED via HDX
2011-07-01,2011,7,political_violence,2,2.0,national,Uganda,ACLED via HDX
2011-08-01,2011,8,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2011-08-01,2011,8,demonstrations,3,,national,Uganda,ACLED via HDX
2011-08-01,2011,8,political_violence,0,0.0,national,Uganda,ACLED via HDX
2011-09-01,2011,9,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2011-09-01,2011,9,demonstrations,0,,national,Uganda,ACLED via HDX
2011-09-01,2011,9,political_violence,2,0.0,national,Uganda,ACLED via HDX
2011-10-01,2011,10,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2011-10-01,2011,10,demonstrations,2,,national,Uganda,ACLED via HDX
2011-10-01,2011,10,political_violence,1,0.0,national,Uganda,ACLED via HDX
2011-11-01,2011,11,civilian_targeting,1,1.0,national,Uganda,ACLED via HDX
2011-11-01,2011,11,demonstrations,2,,national,Uganda,ACLED via HDX
2011-11-01,2011,11,political_violence,1,1.0,national,Uganda,ACLED via HDX
2011-12-01,2011,12,civilian_targeting,2,1.0,national,Uganda,ACLED via HDX
2011-12-01,2011,12,demonstrations,2,,national,Uganda,ACLED via HDX
2011-12-01,2011,12,political_violence,2,1.0,national,Uganda,ACLED via HDX
2012-01-01,2012,1,civilian_targeting,4,1.0,national,Uganda,ACLED via HDX
2012-01-01,2012,1,demonstrations,10,,national,Uganda,ACLED via HDX
2012-01-01,2012,1,political_violence,5,1.0,national,Uganda,ACLED via HDX
2012-02-01,2012,2,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2012-02-01,2012,2,demonstrations,11,,national,Uganda,ACLED via HDX
2012-02-01,2012,2,political_violence,1,0.0,national,Uganda,ACLED via HDX
2012-03-01,2012,3,civilian_targeting,6,0.0,national,Uganda,ACLED via HDX
2012-03-01,2012,3,demonstrations,11,,national,Uganda,ACLED via HDX
2012-03-01,2012,3,political_violence,6,0.0,national,Uganda,ACLED via HDX
2012-04-01,2012,4,civilian_targeting,3,0.0,national,Uganda,ACLED via HDX
2012-04-01,2012,4,demonstrations,7,,national,Uganda,ACLED via HDX
2012-04-01,2012,4,political_violence,4,0.0,national,Uganda,ACLED via HDX
2012-05-01,2012,5,civilian_targeting,4,3.0,national,Uganda,ACLED via HDX
2012-05-01,2012,5,demonstrations,4,,national,Uganda,ACLED via HDX
2012-05-01,2012,5,political_violence,4,3.0,national,Uganda,ACLED via HDX
2012-06-01,2012,6,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2012-06-01,2012,6,demonstrations,6,,national,Uganda,ACLED via HDX
2012-06-01,2012,6,political_violence,1,0.0,national,Uganda,ACLED via HDX
2012-07-01,2012,7,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2012-07-01,2012,7,demonstrations,1,,national,Uganda,ACLED via HDX
2012-07-01,2012,7,political_violence,3,5.0,national,Uganda,ACLED via HDX
2012-08-01,2012,8,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2012-08-01,2012,8,demonstrations,1,,national,Uganda,ACLED via HDX
2012-08-01,2012,8,political_violence,2,0.0,national,Uganda,ACLED via HDX
2012-09-01,2012,9,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2012-09-01,2012,9,demonstrations,1,,national,Uganda,ACLED via HDX
2012-09-01,2012,9,political_violence,1,0.0,national,Uganda,ACLED via HDX
2012-10-01,2012,10,civilian_targeting,3,2.0,national,Uganda,ACLED via HDX
2012-10-01,2012,10,demonstrations,9,,national,Uganda,ACLED via HDX
2012-10-01,2012,10,political_violence,5,4.0,national,Uganda,ACLED via HDX
2012-11-01,2012,11,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2012-11-01,2012,11,demonstrations,12,,national,Uganda,ACLED via HDX
2012-11-01,2012,11,political_violence,0,0.0,national,Uganda,ACLED via HDX
2012-12-01,2012,12,civilian_targeting,1,1.0,national,Uganda,ACLED via HDX
2012-12-01,2012,12,demonstrations,9,,national,Uganda,ACLED via HDX
2012-12-01,2012,12,political_violence,3,3.0,national,Uganda,ACLED via HDX
2013-01-01,2013,1,civilian_targeting,2,0.0,national,Uganda,ACLED via HDX
2013-01-01,2013,1,demonstrations,5,,national,Uganda,ACLED via HDX
2013-01-01,2013,1,political_violence,2,0.0,national,Uganda,ACLED via HDX
2013-02-01,2013,2,civilian_targeting,2,1.0,national,Uganda,ACLED via HDX
2013-02-01,2013,2,demonstrations,8,,national,Uganda,ACLED via HDX
2013-02-01,2013,2,political_violence,2,1.0,national,Uganda,ACLED via HDX
2013-03-01,2013,3,civilian_targeting,2,2.0,national,Uganda,ACLED via HDX
2013-03-01,2013,3,demonstrations,3,,national,Uganda,ACLED via HDX
2013-03-01,2013,3,political_violence,3,3.0,national,Uganda,ACLED via HDX
2013-04-01,2013,4,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2013-04-01,2013,4,demonstrations,6,,national,Uganda,ACLED via HDX
2013-04-01,2013,4,political_violence,0,0.0,national,Uganda,ACLED via HDX
2013-05-01,2013,5,civilian_targeting,2,0.0,national,Uganda,ACLED via HDX
2013-05-01,2013,5,demonstrations,9,,national,Uganda,ACLED via HDX
2013-05-01,2013,5,political_violence,3,0.0,national,Uganda,ACLED via HDX
2013-06-01,2013,6,civilian_targeting,6,0.0,national,Uganda,ACLED via HDX
2013-06-01,2013,6,demonstrations,6,,national,Uganda,ACLED via HDX
2013-06-01,2013,6,political_violence,6,0.0,national,Uganda,ACLED via HDX
2013-07-01,2013,7,civilian_targeting,3,1.0,national,Uganda,ACLED via HDX
2013-07-01,2013,7,demonstrations,32,,national,Uganda,ACLED via HDX
2013-07-01,2013,7,political_violence,3,1.0,national,Uganda,ACLED via HDX
2013-08-01,2013,8,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2013-08-01,2013,8,demonstrations,0,,national,Uganda,ACLED via HDX
2013-08-01,2013,8,political_violence,2,1.0,national,Uganda,ACLED via HDX
2013-09-01,2013,9,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2013-09-01,2013,9,demonstrations,6,,national,Uganda,ACLED via HDX
2013-09-01,2013,9,political_violence,3,18.0,national,Uganda,ACLED via HDX
2013-10-01,2013,10,civilian_targeting,6,6.0,national,Uganda,ACLED via HDX
2013-10-01,2013,10,demonstrations,2,,national,Uganda,ACLED via HDX
2013-10-01,2013,10,political_violence,8,10.0,national,Uganda,ACLED via HDX
2013-11-01,2013,11,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2013-11-01,2013,11,demonstrations,4,,national,Uganda,ACLED via HDX
2013-11-01,2013,11,political_violence,1,0.0,national,Uganda,ACLED via HDX
2013-12-01,2013,12,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2013-12-01,2013,12,demonstrations,0,,national,Uganda,ACLED via HDX
2013-12-01,2013,12,political_violence,0,0.0,national,Uganda,ACLED via HDX
2014-01-01,2014,1,civilian_targeting,3,4.0,national,Uganda,ACLED via HDX
2014-01-01,2014,1,demonstrations,0,,national,Uganda,ACLED via HDX
2014-01-01,2014,1,political_violence,4,4.0,national,Uganda,ACLED via HDX
2014-02-01,2014,2,civilian_targeting,7,5.0,national,Uganda,ACLED via HDX
2014-02-01,2014,2,demonstrations,2,,national,Uganda,ACLED via HDX
2014-02-01,2014,2,political_violence,9,9.0,national,Uganda,ACLED via HDX
2014-03-01,2014,3,civilian_targeting,5,1.0,national,Uganda,ACLED via HDX
2014-03-01,2014,3,demonstrations,1,,national,Uganda,ACLED via HDX
2014-03-01,2014,3,political_violence,6,3.0,national,Uganda,ACLED via HDX
2014-04-01,2014,4,civilian_targeting,2,11.0,national,Uganda,ACLED via HDX
2014-04-01,2014,4,demonstrations,3,,national,Uganda,ACLED via HDX
2014-04-01,2014,4,political_violence,2,11.0,national,Uganda,ACLED via HDX
2014-05-01,2014,5,civilian_targeting,2,0.0,national,Uganda,ACLED via HDX
2014-05-01,2014,5,demonstrations,0,,national,Uganda,ACLED via HDX
2014-05-01,2014,5,political_violence,3,0.0,national,Uganda,ACLED via HDX
2014-06-01,2014,6,civilian_targeting,4,7.0,national,Uganda,ACLED via HDX
2014-06-01,2014,6,demonstrations,3,,national,Uganda,ACLED via HDX
2014-06-01,2014,6,political_violence,4,7.0,national,Uganda,ACLED via HDX
2014-07-01,2014,7,civilian_targeting,10,53.0,national,Uganda,ACLED via HDX
2014-07-01,2014,7,demonstrations,3,,national,Uganda,ACLED via HDX
2014-07-01,2014,7,political_violence,14,143.0,national,Uganda,ACLED via HDX
2014-08-01,2014,8,civilian_targeting,2,0.0,national,Uganda,ACLED via HDX
2014-08-01,2014,8,demonstrations,5,,national,Uganda,ACLED via HDX
2014-08-01,2014,8,political_violence,3,0.0,national,Uganda,ACLED via HDX
2014-09-01,2014,9,civilian_targeting,5,7.0,national,Uganda,ACLED via HDX
2014-09-01,2014,9,demonstrations,4,,national,Uganda,ACLED via HDX
2014-09-01,2014,9,political_violence,5,7.0,national,Uganda,ACLED via HDX
2014-10-01,2014,10,civilian_targeting,5,2.0,national,Uganda,ACLED via HDX
2014-10-01,2014,10,demonstrations,10,,national,Uganda,ACLED via HDX
2014-10-01,2014,10,political_violence,9,6.0,national,Uganda,ACLED via HDX
2014-11-01,2014,11,civilian_targeting,1,0.0,national,Uganda,ACLED via HDX
2014-11-01,2014,11,demonstrations,5,,national,Uganda,ACLED via HDX
2014-11-01,2014,11,political_violence,1,0.0,national,Uganda,ACLED via HDX
2014-12-01,2014,12,civilian_targeting,5,4.0,national,Uganda,ACLED via HDX
2014-12-01,2014,12,demonstrations,2,,national,Uganda,ACLED via HDX
2014-12-01,2014,12,political_violence,6,4.0,national,Uganda,ACLED via HDX
2015-01-01,2015,1,civilian_targeting,3,1.0,national,Uganda,ACLED via HDX
2015-01-01,2015,1,demonstrations,2,,national,Uganda,ACLED via HDX
2015-01-01,2015,1,political_violence,5,2.0,national,Uganda,ACLED via HDX
2015-02-01,2015,2,civilian_targeting,1,1.0,national,Uganda,ACLED via HDX
2015-02-01,2015,2,demonstrations,1,,national,Uganda,ACLED via HDX
2015-02-01,2015,2,political_violence,2,1.0,national,Uganda,ACLED via HDX
2015-03-01,2015,3,civilian_targeting,4,5.0,national,Uganda,ACLED via HDX
2015-03-01,2015,3,demonstrations,2,,national,Uganda,ACLED via HDX
2015-03-01,2015,3,political_violence,5,5.0,national,Uganda,ACLED via HDX
2015-04-01,2015,4,civilian_targeting,4,3.0,national,Uganda,ACLED via HDX
2015-04-01,2015,4,demonstrations,8,,national,Uganda,ACLED via HDX
2015-04-01,2015,4,political_violence,5,4.0,national,Uganda,ACLED via HDX
2015-05-01,2015,5,civilian_targeting,3,3.0,national,Uganda,ACLED via HDX
2015-05-01,2015,5,demonstrations,12,,national,Uganda,ACLED via HDX
2015-05-01,2015,5,political_violence,4,3.0,national,Uganda,ACLED via HDX
2015-06-01,2015,6,civilian_targeting,2,1.0,national,Uganda,ACLED via HDX
2015-06-01,2015,6,demonstrations,10,,national,Uganda,ACLED via HDX
2015-06-01,2015,6,political_violence,4,2.0,national,Uganda,ACLED via HDX
2015-07-01,2015,7,civilian_targeting,4,1.0,national,Uganda,ACLED via HDX
2015-07-01,2015,7,demonstrations,14,,national,Uganda,ACLED via HDX
2015-07-01,2015,7,political_violence,8,6.0,national,Uganda,ACLED via HDX
2015-08-01,2015,8,civilian_targeting,0,0.0,national,Uganda,ACLED via HDX
2015-08-01,2015,8,demonstrations,17,,national,Uganda,ACLED via HDX
2015-08-01,2015,8,political_violence,5,0.0,national,Uganda,ACLED via HDX
2015-09-01,2015,9,civilian_targeting,1,1.0,national,Uganda,ACLED via HDX
2015-09-01,2015,9,demonstrations,13,,national,Uganda,ACLED via HDX
2015-09-01,2015,9,political_violence,7,1.0,national,Uganda,ACLED via HDX
2015-10-01,2015,10,civilian_targeting,11,3.0,national,Uganda,ACLED via HDX
2015-10-01,2015,10,demonstrations,24,,national,Uganda,ACLED via HDX
2015-10-01,2015,10,political_violence,18,3.0,national,Uganda,ACLED via HDX
2015-11-01,2015,11,civilian_targeting,7,1.0,national,Uganda,ACLED via HDX
2015-11-01,2015,11,demonstrations,8,,national,Uganda,ACLED via HDX
2015-11-01,2015,11,political_violence,13,1.0,national,Uganda,ACLED via HDX
2015-12-01,2015,12,civilian_targeting,6,0.0,national,Uganda,ACLED via HDX
2015-12-01,2015,12,demonstrations,3,,national,Uganda,ACLED via HDX
2015-12-01,2015,12,political_violence,9,0.0,national,Uganda,ACLED via HDX
2016-01-01,2016,1,civilian_targeting,6,0.0,national,Uganda,ACLED via HDX
2016-01-01,2016,1,demonstrations,6,,national,Uganda,ACLED via HDX
2016-01-01,2016,1,political_violence,14,2.0,national,Uganda,ACLED via HDX
2016-02-01,2016,2,civilian_targeting,6,13.0,national,Uganda,ACLED via HDX
2016-02-01,2016,2,demonstrations,12,,national,Uganda,ACLED via HDX
2016-02-01,2016,2,political_violence,10,13.0,national,Uganda,ACLED via HDX
2016-03-01,2016,3,civilian_targeting,3,3.0,national,Uganda,ACLED via HDX
2016-03-01,2016,3,demonstrations,16,,national,Uganda,ACLED via HDX
2016-03-01,2016,3,political_violence,15,23.0,national,Uganda,ACLED via HDX
2016-04-01,2016,4,civilian_targeting,2,1.0,national,Uganda,ACLED via HDX
2016-04-01,2016,4,demonstrations,19,,national,Uganda,ACLED via HDX
2016-04-01,2016,4,political_violence,7,8.0,national,Uganda,ACLED via HDX
2016-05-01,2016,5,civilian_targeting,7,3.0,national,Uganda,ACLED via HDX
2016-05-01,2016,5,demonstrations,17,,national,Uganda,ACLED via HDX
2016-05-01,2016,5,political_violence,12,11.0,national,Uganda,ACLED via HDX
2016-06-01,2016,6,civilian_targeting,3,1.0,national,Uganda,ACLED via HDX
2016-06-01,2016,6,demonstrations,10,,national,Uganda,ACLED via HDX
2016-06-01,2016,6,political_violence,6,4.0,national,Uganda,ACLED via HDX
2016-07-01,2016,7,civilian_targeting,7,0.0,national,Uganda,ACLED via HDX
2016-07-01,2016,7,demonstrations,8,,national,Uganda,ACLED via HDX
2016-07-01,2016,7,political_violence,8,3.0,national,Uganda,ACLED via HDX
2016-08-01,2016,8,civilian_targeting,4,0.0,national,Uganda,ACLED via HDX
2016-08-01,2016,8,demonstrations,13,,national,Uganda,ACLED via HDX
