date,year,month,district,latitude,longitude,rainfall_mm,temperature_mean_c,temperature_max_c,temperature_min_c
2013-02-01,2013,2,Oyam,2.23,32.39,0.26,27.62,37.31,17.81
2013-03-01,2013,3,Oyam,2.23,32.39,2.24,26.79,37.6,19.23
2013-04-01,2013,4,Oyam,2.23,32.39,4.14,23.85,30.62,18.59
2013-05-01,2013,5,Oyam,2.23,32.39,4.47,23.52,31.97,17.72
2013-06-01,2013,6,Oyam,2.23,32.39,1.33,23.49,31.66,17.09
2013-07-01,2013,7,Oyam,2.23,32.39,2.04,23.36,30.84,16.45
2013-08-01,2013,8,Oyam,2.23,32.39,3.27,23.0,31.07,17.89
2013-09-01,2013,9,Oyam,2.23,32.39,5.45,23.15,31.94,17.07
2013-10-01,2013,10,Oyam,2.23,32.39,3.4,23.48,32.26,17.01
2013-11-01,2013,11,Oyam,2.23,32.39,3.28,23.64,31.85,16.63
2013-12-01,2013,12,Oyam,2.23,32.39,1.65,25.17,34.36,15.64
2014-01-01,2014,1,Oyam,2.23,32.39,0.47,27.4,36.62,18.92
2014-02-01,2014,2,Oyam,2.23,32.39,0.42,27.32,36.47,17.46
2014-03-01,2014,3,Oyam,2.23,32.39,1.4,27.18,37.57,19.3
2014-04-01,2014,4,Oyam,2.23,32.39,1.3,25.74,34.66,19.07
2014-05-01,2014,5,Oyam,2.23,32.39,5.55,23.59,30.83,18.82
2014-06-01,2014,6,Oyam,2.23,32.39,2.88,23.55,30.82,18.08
2014-07-01,2014,7,Oyam,2.23,32.39,2.5,23.61,32.7,18.15
2014-08-01,2014,8,Oyam,2.23,32.39,2.9,22.9,30.23,17.48
2014-09-01,2014,9,Oyam,2.23,32.39,5.2,23.17,31.7,17.62
2014-10-01,2014,10,Oyam,2.23,32.39,7.63,22.74,29.98,17.78
2014-11-01,2014,11,Oyam,2.23,32.39,2.34,23.24,31.45,16.6
2014-12-01,2014,12,Oyam,2.23,32.39,1.65,24.85,33.36,16.11
2015-01-01,2015,1,Oyam,2.23,32.39,0.21,24.83,35.59,14.47
2015-02-01,2015,2,Oyam,2.23,32.39,0.55,27.92,36.78,18.32
2015-03-01,2015,3,Oyam,2.23,32.39,1.79,27.61,37.69,18.41
2015-04-01,2015,4,Oyam,2.23,32.39,4.22,23.32,32.3,18.24
2015-05-01,2015,5,Oyam,2.23,32.39,3.99,23.33,29.62,18.95
2015-06-01,2015,6,Oyam,2.23,32.39,2.62,23.51,30.46,17.42
2015-07-01,2015,7,Oyam,2.23,32.39,1.53,24.18,32.22,17.73
2015-08-01,2015,8,Oyam,2.23,32.39,2.64,24.74,33.11,18.29
2015-09-01,2015,9,Oyam,2.23,32.39,2.72,25.0,33.89,18.67
2015-10-01,2015,10,Oyam,2.23,32.39,6.48,24.34,34.06,19.06
2015-11-01,2015,11,Oyam,2.23,32.39,6.14,22.81,30.05,17.45
2015-12-01,2015,12,Oyam,2.23,32.39,2.96,23.46,32.46,15.22
2016-01-01,2016,1,Oyam,2.23,32.39,0.72,25.52,34.7,15.72
2016-02-01,2016,2,Oyam,2.23,32.39,0.17,28.01,36.94,18.66
2016-03-01,2016,3,Oyam,2.23,32.39,1.95,28.45,37.85,19.88
2016-04-01,2016,4,Oyam,2.23,32.39,5.65,24.17,31.37,19.2
2016-05-01,2016,5,Oyam,2.23,32.39,2.94,23.49,31.31,18.18
2016-06-01,2016,6,Oyam,2.23,32.39,2.84,23.36,32.91,15.71
2016-07-01,2016,7,Oyam,2.23,32.39,1.3,23.5,31.41,17.65
2016-08-01,2016,8,Oyam,2.23,32.39,2.16,24.5,32.4,17.85
2016-09-01,2016,9,Oyam,2.23,32.39,5.68,23.92,33.5,17.76
2016-10-01,2016,10,Oyam,2.23,32.39,2.99,23.91,31.86,17.83
2016-11-01,2016,11,Oyam,2.23,32.39,1.33,24.91,33.86,18.13
2016-12-01,2016,12,Oyam,2.23,32.39,0.32,26.95,35.13,18.14
2017-01-01,2017,1,Oyam,2.23,32.39,0.8,27.05,36.69,16.85
2017-02-01,2017,2,Oyam,2.23,32.39,2.33,27.27,37.2,19.0
2017-03-01,2017,3,Oyam,2.23,32.39,2.66,26.34,37.22,18.47
2017-04-01,2017,4,Oyam,2.23,32.39,3.02,25.65,36.37,18.63
2017-05-01,2017,5,Oyam,2.23,32.39,4.74,23.43,30.21,18.47
2017-06-01,2017,6,Oyam,2.23,32.39,3.26,23.79,31.26,17.86
2017-07-01,2017,7,Oyam,2.23,32.39,4.66,22.58,30.02,16.94
2017-08-01,2017,8,Oyam,2.23,32.39,4.02,22.91,29.95,17.43
2017-09-01,2017,9,Oyam,2.23,32.39,4.04,22.88,29.53,16.73
2017-10-01,2017,10,Oyam,2.23,32.39,3.15,24.01,32.99,16.79
2017-11-01,2017,11,Oyam,2.23,32.39,2.0,24.16,33.04,16.44
2017-12-01,2017,12,Oyam,2.23,32.39,0.02,26.68,35.33,16.84
2018-01-01,2018,1,Oyam,2.23,32.39,0.2,26.51,35.61,16.89
2018-02-01,2018,2,Oyam,2.23,32.39,0.97,28.22,36.76,18.83
2018-03-01,2018,3,Oyam,2.23,32.39,2.53,24.89,34.11,19.14
2018-04-01,2018,4,Oyam,2.23,32.39,7.07,22.96,32.8,18.31
2018-05-01,2018,5,Oyam,2.23,32.39,3.8,22.88,29.91,17.74
2018-06-01,2018,6,Oyam,2.23,32.39,2.24,22.8,30.24,17.09
2018-07-01,2018,7,Oyam,2.23,32.39,0.9,23.23,30.84,16.4
2018-08-01,2018,8,Oyam,2.23,32.39,2.83,23.84,32.63,17.3
2018-09-01,2018,9,Oyam,2.23,32.39,2.44,25.33,34.83,18.63
2018-10-01,2018,10,Oyam,2.23,32.39,2.12,24.41,33.8,17.94
2018-11-01,2018,11,Oyam,2.23,32.39,1.77,24.99,34.71,17.7
2018-12-01,2018,12,Oyam,2.23,32.39,1.56,26.06,34.96,17.87
2019-01-01,2019,1,Oyam,2.23,32.39,0.44,27.53,37.09,17.79
2019-02-01,2019,2,Oyam,2.23,32.39,1.76,28.46,37.62,18.75
2019-03-01,2019,3,Oyam,2.23,32.39,0.53,28.57,38.56,19.92
2019-04-01,2019,4,Oyam,2.23,32.39,3.63,26.28,36.36,19.85
2019-05-01,2019,5,Oyam,2.23,32.39,3.32,24.27,31.87,18.94
2019-06-01,2019,6,Oyam,2.23,32.39,5.93,22.66,28.8,18.21
2019-07-01,2019,7,Oyam,2.23,32.39,2.96,22.77,29.19,17.65
2019-08-01,2019,8,Oyam,2.23,32.39,5.01,23.15,30.16,17.59
2019-09-01,2019,9,Oyam,2.23,32.39,4.76,23.47,30.89,17.61
2019-10-01,2019,10,Oyam,2.23,32.39,9.17,22.62,28.05,17.93
2019-11-01,2019,11,Oyam,2.23,32.39,2.3,23.22,30.06,17.71
2019-12-01,2019,12,Oyam,2.23,32.39,3.11,23.05,31.29,16.81
2020-01-01,2020,1,Oyam,2.23,32.39,1.34,24.47,33.15,16.99
2020-02-01,2020,2,Oyam,2.23,32.39,1.13,26.27,35.93,17.9
2020-03-01,2020,3,Oyam,2.23,32.39,7.81,24.52,33.02,17.8
2020-04-01,2020,4,Oyam,2.23,32.39,5.17,23.97,31.49,18.49
2020-05-01,2020,5,Oyam,2.23,32.39,3.28,22.64,28.55,17.26
2020-06-01,2020,6,Oyam,2.23,32.39,2.93,22.04,27.78,17.1
2020-07-01,2020,7,Oyam,2.23,32.39,3.59,21.4,27.92,15.56
2020-08-01,2020,8,Oyam,2.23,32.39,3.63,22.76,28.99,17.23
2020-09-01,2020,9,Oyam,2.23,32.39,7.42,23.36,29.44,18.34
2020-10-01,2020,10,Oyam,2.23,32.39,4.97,22.63,28.55,17.96
2020-11-01,2020,11,Oyam,2.23,32.39,1.9,23.67,31.61,17.07
2020-12-01,2020,12,Oyam,2.23,32.39,1.45,24.4,33.29,15.27
2021-01-01,2021,1,Oyam,2.23,32.39,2.45,23.81,33.06,15.8
2021-02-01,2021,2,Oyam,2.23,32.39,0.69,25.55,34.26,16.62
2021-03-01,2021,3,Oyam,2.23,32.39,0.5,27.27,36.16,19.95
2021-04-01,2021,4,Oyam,2.23,32.39,3.94,24.08,33.06,18.61
2021-05-01,2021,5,Oyam,2.23,32.39,2.93,23.55,31.68,18.25
2021-06-01,2021,6,Oyam,2.23,32.39,0.9,23.89,32.33,18.12
2021-07-01,2021,7,Oyam,2.23,32.39,0.44,24.14,32.35,17.51
2021-08-01,2021,8,Oyam,2.23,32.39,0.86,25.2,34.97,18.14
2021-09-01,2021,9,Oyam,2.23,32.39,2.81,23.82,31.97,18.45
2021-10-01,2021,10,Oyam,2.23,32.39,3.25,25.43,35.2,18.39
2021-11-01,2021,11,Oyam,2.23,32.39,2.57,25.84,34.46,19.3
2021-12-01,2021,12,Oyam,2.23,32.39,0.96,26.35,34.57,17.31
2022-01-01,2022,1,Oyam,2.23,32.39,1.04,26.29,36.14,16.66
2022-02-01,2022,2,Oyam,2.23,32.39,0.48,27.4,35.96,19.95
2022-03-01,2022,3,Oyam,2.23,32.39,1.86,27.83,37.39,18.6
2022-04-01,2022,4,Oyam,2.23,32.39,3.74,25.55,35.93,18.9
2022-05-01,2022,5,Oyam,2.23,32.39,2.95,24.53,33.01,17.95
2022-06-01,2022,6,Oyam,2.23,32.39,1.85,23.55,32.26,17.29
2022-07-01,2022,7,Oyam,2.23,32.39,2.02,23.94,31.94,16.9
2022-08-01,2022,8,Oyam,2.23,32.39,4.59,22.76,31.06,17.54
2022-09-01,2022,9,Oyam,2.23,32.39,6.16,23.28,30.83,18.17
2022-10-01,2022,10,Oyam,2.23,32.39,3.43,23.98,32.96,17.91
2022-11-01,2022,11,Oyam,2.23,32.39,1.71,24.83,32.66,18.94
2022-12-01,2022,12,Oyam,2.23,32.39,1.2,25.64,34.01,18.39
2023-01-01,2023,1,Oyam,2.23,32.39,0.47,26.8,35.44,17.8
2023-02-01,2023,2,Oyam,2.23,32.39,0.56,28.39,37.38,19.21
2023-03-01,2023,3,Oyam,2.23,32.39,5.08,25.43,37.34,18.81
2023-04-01,2023,4,Oyam,2.23,32.39,4.53,24.47,33.68,18.67
2023-05-01,2023,5,Oyam,2.23,32.39,2.78,24.34,31.66,18.48
2023-06-01,2023,6,Oyam,2.23,32.39,4.07,23.46,31.79,17.79
2023-07-01,2023,7,Oyam,2.23,32.39,1.93,23.67,32.35,16.66
2023-08-01,2023,8,Oyam,2.23,32.39,1.97,25.27,35.66,18.44
2023-09-01,2023,9,Oyam,2.23,32.39,4.31,24.55,33.57,18.97
2023-10-01,2023,10,Oyam,2.23,32.39,6.01,24.26,33.32,18.57
2023-11-01,2023,11,Oyam,2.23,32.39,4.2,24.17,31.08,17.66
2023-12-01,2023,12,Oyam,2.23,32.39,1.07,25.75,34.96,16.87
2024-01-01,2024,1,Oyam,2.23,32.39,1.82,25.86,35.61,18.65
2024-02-01,2024,2,Oyam,2.23,32.39,1.83,27.42,36.54,20.64
2024-03-01,2024,3,Oyam,2.23,32.39,1.75,27.84,37.82,20.5
2024-04-01,2024,4,Oyam,2.23,32.39,3.61,24.88,33.33,18.89
2024-05-01,2024,5,Oyam,2.23,32.39,2.57,25.34,33.34,19.39
2024-06-01,2024,6,Oyam,2.23,32.39,4.07,23.55,30.96,17.59
2024-07-01,2024,7,Oyam,2.23,32.39,3.35,23.82,32.43,18.55
2024-08-01,2024,8,Oyam,2.23,32.39,4.58,23.91,30.87,18.35
2024-09-01,2024,9,Oyam,2.23,32.39,4.24,24.37,31.07,18.78
2024-10-01,2024,10,Oyam,2.23,32.39,5.69,23.92,30.77,18.36
2024-11-01,2024,11,Oyam,2.23,32.39,3.35,23.77,31.85,16.64
2024-12-01,2024,12,Oyam,2.23,32.39,0.47,25.5,34.34,16.0
