date,district,sub_county,market,commodity,price_local,price_usd,unit,price_type,price_flag,currency
2006-02-15,Lira,Lira Municipality,Lira,Maize,253.19,0.14,KG,Wholesale,actual,UGX
2006-03-15,Lira,Lira Municipality,Lira,Maize,282.2,0.16,KG,Wholesale,actual,UGX
2006-04-15,Lira,Lira Municipality,Lira,Maize,315.04,0.18,KG,Wholesale,actual,UGX
2006-05-15,Lira,Lira Municipality,Lira,Maize,347.26,0.2,KG,Wholesale,actual,UGX
2006-06-15,Lira,Lira Municipality,Lira,Maize,358.0,0.2,KG,Wholesale,actual,UGX
2006-10-15,Lira,Lira Municipality,Lira,Maize,248.0,0.14,KG,Wholesale,actual,UGX
2006-11-15,Lira,Lira Municipality,Lira,Maize,315.54,0.18,KG,Wholesale,actual,UGX
2006-12-15,Lira,Lira Municipality,Lira,Maize,349.73,0.2,KG,Wholesale,actual,UGX
2008-06-15,Lira,Lira Municipality,Lira,Beans,957.94,0.61,KG,Wholesale,actual,UGX
2008-07-15,Lira,Lira Municipality,Lira,Beans,1112.32,0.67,KG,Wholesale,actual,UGX
2008-07-15,Lira,Lira Municipality,Lira,Maize,556.16,0.34,KG,Wholesale,actual,UGX
2008-08-15,Lira,Lira Municipality,Lira,Beans,1057.79,0.66,KG,Wholesale,actual,UGX
2008-08-15,Lira,Lira Municipality,Lira,Maize,384.21,0.24,KG,Wholesale,actual,UGX
2009-01-15,Lira,Lira Municipality,Lira,Beans,725.9,0.37,KG,Wholesale,actual,UGX
2009-01-15,Lira,Lira Municipality,Lira,Maize,532.72,0.27,KG,Wholesale,actual,UGX
2009-02-15,Lira,Lira Municipality,Lira,Maize,534.67,0.27,KG,Wholesale,actual,UGX
2009-03-15,Lira,Lira Municipality,Lira,Maize,535.02,0.26,KG,Wholesale,actual,UGX
2009-12-15,Lira,Lira Municipality,Lira,Beans,1218.95,0.63,KG,Wholesale,actual,UGX
2010-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2625.0,1.37,KG,Retail,actual,UGX
2010-01-15,Lira,Lira Municipality,Lira,Beans,1323.08,0.69,KG,Retail,actual,UGX
2010-01-15,Lira,Lira Municipality,Lira,Cassava flour,925.0,0.48,KG,Retail,actual,UGX
2010-01-15,Lira,Lira Municipality,Lira,Cassava flour,776.92,0.4,KG,Wholesale,actual,UGX
2010-01-15,Lira,Lira Municipality,Lira,Maize,700.0,0.36,KG,Retail,actual,UGX
2010-01-15,Lira,Lira Municipality,Lira,Maize flour,1725.0,0.9,KG,Retail,actual,UGX
2010-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2275.0,1.13,KG,Retail,actual,UGX
2010-02-15,Gulu,Gulu Municipality,Gulu,Maize flour,1475.0,0.73,KG,Retail,actual,UGX
2010-02-15,Lira,Lira Municipality,Lira,Beans,1400.0,0.7,KG,Retail,actual,UGX
2010-02-15,Lira,Lira Municipality,Lira,Cassava flour,840.0,0.42,KG,Retail,actual,UGX
2010-02-15,Lira,Lira Municipality,Lira,Cassava flour,681.82,0.34,KG,Wholesale,actual,UGX
2010-02-15,Lira,Lira Municipality,Lira,Maize flour,1750.0,0.87,KG,Retail,actual,UGX
2010-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1825.0,0.88,KG,Retail,actual,UGX
2010-03-15,Lira,Lira Municipality,Lira,Beans,1364.29,0.66,KG,Retail,actual,UGX
2010-03-15,Lira,Lira Municipality,Lira,Cassava flour,900.0,0.43,KG,Retail,actual,UGX
2010-03-15,Lira,Lira Municipality,Lira,Cassava flour,792.86,0.38,KG,Wholesale,actual,UGX
2010-03-15,Lira,Lira Municipality,Lira,Maize,521.43,0.25,KG,Retail,actual,UGX
2010-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2100.0,1.02,KG,Retail,actual,UGX
2010-04-15,Gulu,Gulu Municipality,Gulu,Maize flour,1500.0,0.73,KG,Retail,actual,UGX
2010-04-15,Lira,Lira Municipality,Lira,Beans,1366.67,0.66,KG,Retail,actual,UGX
2010-04-15,Lira,Lira Municipality,Lira,Cassava flour,950.0,0.46,KG,Retail,actual,UGX
2010-04-15,Lira,Lira Municipality,Lira,Cassava flour,833.33,0.4,KG,Wholesale,actual,UGX
2010-04-15,Lira,Lira Municipality,Lira,Maize,483.33,0.23,KG,Retail,actual,UGX
2010-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1975.0,0.92,KG,Retail,actual,UGX
2010-05-15,Gulu,Gulu Municipality,Gulu,Maize flour,1500.0,0.7,KG,Retail,actual,UGX
2010-05-15,Lira,Lira Municipality,Lira,Beans,1543.75,0.72,KG,Retail,actual,UGX
2010-05-15,Lira,Lira Municipality,Lira,Cassava flour,1000.0,0.47,KG,Retail,actual,UGX
2010-05-15,Lira,Lira Municipality,Lira,Cassava flour,800.0,0.37,KG,Wholesale,actual,UGX
2010-05-15,Lira,Lira Municipality,Lira,Maize,462.5,0.22,KG,Retail,actual,UGX
2010-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1700.0,0.76,KG,Retail,actual,UGX
2010-06-15,Lira,Lira Municipality,Lira,Beans,1523.08,0.68,KG,Retail,actual,UGX
2010-06-15,Lira,Lira Municipality,Lira,Cassava flour,800.0,0.36,KG,Wholesale,actual,UGX
2010-06-15,Lira,Lira Municipality,Lira,Maize,369.23,0.17,KG,Retail,actual,UGX
2010-06-15,Lira,Lira Municipality,Lira,Maize flour,1450.0,0.65,KG,Retail,actual,UGX
2010-07-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1700.0,0.76,KG,Retail,actual,UGX
2010-07-15,Lira,Lira Municipality,Lira,Beans,1269.23,0.56,KG,Retail,actual,UGX
2010-07-15,Lira,Lira Municipality,Lira,Cassava flour,1800.0,0.8,KG,Retail,actual,UGX
2010-07-15,Lira,Lira Municipality,Lira,Cassava flour,276.92,0.12,KG,Wholesale,actual,UGX
2010-07-15,Lira,Lira Municipality,Lira,Maize,300.0,0.13,KG,Retail,actual,UGX
2010-07-15,Lira,Lira Municipality,Lira,Maize flour,933.33,0.41,KG,Retail,actual,UGX
2010-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1725.0,0.78,KG,Retail,actual,UGX
2010-08-15,Gulu,Gulu Municipality,Gulu,Maize flour,1175.0,0.53,KG,Retail,actual,UGX
2010-08-15,Lira,Lira Municipality,Lira,Beans,1541.67,0.7,KG,Retail,actual,UGX
2010-08-15,Lira,Lira Municipality,Lira,Cassava flour,562.5,0.25,KG,Retail,actual,UGX
2010-08-15,Lira,Lira Municipality,Lira,Cassava flour,579.17,0.26,KG,Wholesale,actual,UGX
2010-08-15,Lira,Lira Municipality,Lira,Maize,333.33,0.15,KG,Retail,actual,UGX
2010-08-15,Lira,Lira Municipality,Lira,Maize flour,800.0,0.36,KG,Retail,actual,UGX
2010-09-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1600.0,0.71,KG,Retail,actual,UGX
2010-09-15,Lira,Lira Municipality,Lira,Beans,1550.0,0.69,KG,Retail,actual,UGX
2010-09-15,Lira,Lira Municipality,Lira,Cassava flour,900.0,0.4,KG,Retail,actual,UGX
2010-09-15,Lira,Lira Municipality,Lira,Cassava flour,766.67,0.34,KG,Wholesale,actual,UGX
2010-09-15,Lira,Lira Municipality,Lira,Maize,283.33,0.13,KG,Retail,actual,UGX
2010-10-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1633.33,0.73,KG,Retail,actual,UGX
2010-10-15,Gulu,Gulu Municipality,Gulu,Maize flour,800.0,0.36,KG,Retail,actual,UGX
2010-10-15,Lira,Lira Municipality,Lira,Beans,1418.18,0.63,KG,Retail,actual,UGX
2010-10-15,Lira,Lira Municipality,Lira,Cassava flour,833.33,0.37,KG,Retail,actual,UGX
2010-10-15,Lira,Lira Municipality,Lira,Maize,300.0,0.13,KG,Retail,actual,UGX
2010-10-15,Lira,Lira Municipality,Lira,Maize flour,800.0,0.36,KG,Retail,actual,UGX
2010-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1300.0,0.57,KG,Retail,actual,UGX
2010-11-15,Gulu,Gulu Municipality,Gulu,Maize flour,900.0,0.39,KG,Retail,actual,UGX
2010-11-15,Lira,Lira Municipality,Lira,Beans,1300.0,0.57,KG,Retail,actual,UGX
2010-11-15,Lira,Lira Municipality,Lira,Cassava flour,750.0,0.33,KG,Retail,actual,UGX
2010-11-15,Lira,Lira Municipality,Lira,Cassava flour,500.0,0.22,KG,Wholesale,actual,UGX
2010-11-15,Lira,Lira Municipality,Lira,Maize,400.0,0.18,KG,Retail,actual,UGX
2010-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1600.0,0.7,KG,Retail,actual,UGX
2010-12-15,Lira,Lira Municipality,Lira,Beans,1318.18,0.57,KG,Retail,actual,UGX
2010-12-15,Lira,Lira Municipality,Lira,Cassava flour,700.0,0.31,KG,Retail,actual,UGX
2010-12-15,Lira,Lira Municipality,Lira,Maize,431.82,0.19,KG,Retail,actual,UGX
2011-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.84,KG,Retail,actual,UGX
2011-01-15,Gulu,Gulu Municipality,Gulu,Maize flour,1533.33,0.65,KG,Retail,actual,UGX
2011-01-15,Lira,Lira Municipality,Lira,Beans,1550.0,0.65,KG,Retail,actual,UGX
2011-01-15,Lira,Lira Municipality,Lira,Cassava flour,700.0,0.3,KG,Retail,actual,UGX
2011-01-15,Lira,Lira Municipality,Lira,Cassava flour,500.0,0.21,KG,Wholesale,actual,UGX
2011-01-15,Lira,Lira Municipality,Lira,Maize,450.0,0.19,KG,Retail,actual,UGX
2011-01-15,Lira,Lira Municipality,Lira,Maize flour,900.0,0.38,KG,Retail,actual,UGX
2011-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1700.0,0.72,KG,Retail,actual,UGX
2011-02-15,Gulu,Gulu Municipality,Gulu,Maize flour,1400.0,0.59,KG,Retail,actual,UGX
2011-02-15,Lira,Lira Municipality,Lira,Beans,1700.0,0.72,KG,Retail,actual,UGX
2011-02-15,Lira,Lira Municipality,Lira,Cassava flour,700.0,0.3,KG,Retail,actual,UGX
2011-02-15,Lira,Lira Municipality,Lira,Cassava flour,500.0,0.21,KG,Wholesale,actual,UGX
2011-02-15,Lira,Lira Municipality,Lira,Maize,600.0,0.25,KG,Retail,actual,UGX
2011-02-15,Lira,Lira Municipality,Lira,Maize flour,900.0,0.38,KG,Retail,actual,UGX
2011-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1900.0,0.79,KG,Retail,actual,UGX
2011-03-15,Lira,Lira Municipality,Lira,Beans,1700.0,0.7,KG,Retail,actual,UGX
2011-03-15,Lira,Lira Municipality,Lira,Beans,1797.82,0.74,KG,Wholesale,actual,UGX
2011-03-15,Lira,Lira Municipality,Lira,Cassava flour,700.0,0.29,KG,Retail,actual,UGX
2011-03-15,Lira,Lira Municipality,Lira,Cassava flour,500.0,0.21,KG,Wholesale,actual,UGX
2011-03-15,Lira,Lira Municipality,Lira,Maize,499.4,0.21,KG,Wholesale,actual,UGX
2011-03-15,Lira,Lira Municipality,Lira,Maize flour,1500.0,0.62,KG,Retail,actual,UGX
2011-04-15,Gulu,Gulu Municipality,Gulu,Beans,2500.0,1.05,KG,Retail,actual,UGX
2011-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2466.67,1.04,KG,Retail,actual,UGX
2011-04-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.42,KG,Retail,actual,UGX
2011-04-15,Gulu,Gulu Municipality,Gulu,Maize flour,1666.67,0.7,KG,Retail,actual,UGX
2011-04-15,Gulu,Gulu Municipality,Gulu,Sorghum,550.0,0.23,KG,Retail,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Beans,1733.33,0.73,KG,Retail,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Beans,1794.16,0.76,KG,Wholesale,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Cassava flour,900.0,0.38,KG,Retail,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Cassava flour,780.0,0.33,KG,Wholesale,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Maize,700.0,0.3,KG,Retail,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Maize (white),733.33,0.31,KG,Retail,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Maize flour,1633.33,0.69,KG,Retail,actual,UGX
2011-04-15,Lira,Lira Municipality,Lira,Sorghum,480.0,0.2,KG,Retail,actual,UGX
2011-05-15,Gulu,Gulu Municipality,Gulu,Beans,3000.0,1.25,KG,Retail,actual,UGX
2011-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2466.67,1.03,KG,Retail,actual,UGX
2011-05-15,Gulu,Gulu Municipality,Gulu,Maize (white),1066.67,0.45,KG,Retail,actual,UGX
2011-05-15,Gulu,Gulu Municipality,Gulu,Millet,1666.67,0.7,KG,Retail,actual,UGX
2011-05-15,Gulu,Gulu Municipality,Gulu,Sorghum,623.33,0.26,KG,Retail,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Beans,1833.33,0.77,KG,Retail,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Beans,1950.75,0.82,KG,Wholesale,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Cassava flour,1100.0,0.46,KG,Retail,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Cassava flour,1120.0,0.47,KG,Wholesale,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Maize,950.0,0.4,KG,Retail,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Maize flour,1750.0,0.73,KG,Retail,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Millet,1133.33,0.47,KG,Retail,actual,UGX
2011-05-15,Lira,Lira Municipality,Lira,Sorghum,700.0,0.29,KG,Retail,actual,UGX
2011-06-15,Gulu,Gulu Municipality,Gulu,Beans,2967.0,1.22,KG,Retail,actual,UGX
2011-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2400.0,0.99,KG,Retail,actual,UGX
2011-06-15,Gulu,Gulu Municipality,Gulu,Maize (white),1067.0,0.44,KG,Retail,actual,UGX
2011-06-15,Gulu,Gulu Municipality,Gulu,Maize flour,1967.0,0.81,KG,Retail,actual,UGX
2011-06-15,Gulu,Gulu Municipality,Gulu,Millet,1650.0,0.68,KG,Retail,actual,UGX
2011-06-15,Gulu,Gulu Municipality,Gulu,Sorghum,617.0,0.25,KG,Retail,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Beans,2000.0,0.82,KG,Retail,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Beans,2014.53,0.83,KG,Wholesale,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Cassava flour,1000.0,0.41,KG,Retail,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Maize,552.67,0.23,KG,Wholesale,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.41,KG,Retail,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Maize flour,1700.0,0.7,KG,Retail,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Millet,1000.0,0.41,KG,Retail,actual,UGX
2011-06-15,Lira,Lira Municipality,Lira,Sorghum,700.0,0.29,KG,Retail,actual,UGX
2011-07-15,Gulu,Gulu Municipality,Gulu,Beans,2250.0,0.88,KG,Retail,actual,UGX
2011-07-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.78,KG,Retail,actual,UGX
2011-07-15,Gulu,Gulu Municipality,Gulu,Maize (white),1200.0,0.47,KG,Retail,actual,UGX
2011-07-15,Gulu,Gulu Municipality,Gulu,Millet,1650.0,0.65,KG,Retail,actual,UGX
2011-07-15,Gulu,Gulu Municipality,Gulu,Sorghum,725.0,0.28,KG,Retail,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Beans,1500.0,0.59,KG,Retail,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Beans,2005.77,0.79,KG,Wholesale,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Cassava flour,925.0,0.36,KG,Retail,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Maize (white),1333.0,0.52,KG,Retail,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Maize flour,1950.0,0.76,KG,Retail,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Millet,1100.0,0.43,KG,Retail,actual,UGX
2011-07-15,Lira,Lira Municipality,Lira,Sorghum,808.0,0.32,KG,Retail,actual,UGX
2011-08-15,Gulu,Gulu Municipality,Gulu,Beans,2182.0,0.78,KG,Retail,actual,UGX
2011-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1558.0,0.56,KG,Retail,actual,UGX
2011-08-15,Gulu,Gulu Municipality,Gulu,Maize (white),888.0,0.32,KG,Retail,actual,UGX
2011-08-15,Gulu,Gulu Municipality,Gulu,Maize flour,1617.0,0.58,KG,Retail,actual,UGX
2011-08-15,Gulu,Gulu Municipality,Gulu,Millet,1579.0,0.57,KG,Retail,actual,UGX
2011-08-15,Gulu,Gulu Municipality,Gulu,Sorghum,1150.0,0.41,KG,Retail,actual,UGX
2011-08-15,Lira,Lira Municipality,Lira,Beans,1850.0,0.66,KG,Retail,actual,UGX
2011-08-15,Lira,Lira Municipality,Lira,Cassava flour,690.0,0.25,KG,Wholesale,actual,UGX
2011-08-15,Lira,Lira Municipality,Lira,Maize,750.0,0.27,KG,Retail,actual,UGX
2011-08-15,Lira,Lira Municipality,Lira,Maize (white),1050.0,0.38,KG,Retail,actual,UGX
2011-08-15,Lira,Lira Municipality,Lira,Millet,1211.0,0.43,KG,Retail,actual,UGX
2011-08-15,Lira,Lira Municipality,Lira,Sorghum,908.0,0.33,KG,Retail,actual,UGX
2011-09-15,Gulu,Gulu Municipality,Gulu,Beans,2000.0,0.72,KG,Retail,actual,UGX
2011-09-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1500.0,0.54,KG,Retail,actual,UGX
2011-09-15,Gulu,Gulu Municipality,Gulu,Maize (white),700.0,0.25,KG,Retail,actual,UGX
2011-09-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.72,KG,Retail,actual,UGX
2011-09-15,Gulu,Gulu Municipality,Gulu,Sorghum,600.0,0.22,KG,Retail,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Beans,1600.0,0.58,KG,Retail,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Beans,1570.29,0.56,KG,Wholesale,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Maize,650.0,0.23,KG,Retail,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Maize,942.82,0.34,KG,Wholesale,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Maize (white),700.0,0.25,KG,Retail,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Maize flour,1600.0,0.58,KG,Retail,actual,UGX
2011-09-15,Lira,Lira Municipality,Lira,Sorghum,800.0,0.29,KG,Retail,actual,UGX
2011-10-15,Gulu,Gulu Municipality,Gulu,Beans,1594.0,0.56,KG,Retail,actual,UGX
2011-10-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1328.0,0.47,KG,Retail,actual,UGX
2011-10-15,Gulu,Gulu Municipality,Gulu,Maize (white),773.0,0.27,KG,Retail,actual,UGX
2011-10-15,Gulu,Gulu Municipality,Gulu,Maize flour,1468.0,0.52,KG,Retail,actual,UGX
2011-10-15,Gulu,Gulu Municipality,Gulu,Millet,1213.0,0.43,KG,Retail,actual,UGX
2011-10-15,Gulu,Gulu Municipality,Gulu,Sorghum,665.0,0.23,KG,Retail,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Beans,1350.0,0.48,KG,Retail,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Beans,1321.85,0.47,KG,Wholesale,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Cassava flour,948.0,0.33,KG,Retail,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Cassava flour,880.0,0.31,KG,Wholesale,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Maize,700.0,0.25,KG,Retail,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Maize,637.0,0.22,KG,Wholesale,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Maize (white),685.0,0.24,KG,Retail,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Millet,1057.0,0.37,KG,Retail,actual,UGX
2011-10-15,Lira,Lira Municipality,Lira,Sorghum,860.0,0.3,KG,Retail,actual,UGX
2011-11-15,Gulu,Gulu Municipality,Gulu,Beans,1758.0,0.68,KG,Retail,actual,UGX
2011-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1599.0,0.62,KG,Retail,actual,UGX
2011-11-15,Gulu,Gulu Municipality,Gulu,Maize (white),811.0,0.31,KG,Retail,actual,UGX
2011-11-15,Gulu,Gulu Municipality,Gulu,Maize flour,1615.0,0.62,KG,Retail,actual,UGX
2011-11-15,Gulu,Gulu Municipality,Gulu,Millet,1325.0,0.51,KG,Retail,actual,UGX
2011-11-15,Gulu,Gulu Municipality,Gulu,Sorghum,641.0,0.25,KG,Retail,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Beans,1292.0,0.5,KG,Retail,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Beans,1298.35,0.5,KG,Wholesale,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Maize,750.0,0.29,KG,Retail,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Maize,719.25,0.28,KG,Wholesale,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Maize (white),747.0,0.29,KG,Retail,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Maize flour,1392.0,0.54,KG,Retail,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Millet,1127.0,0.44,KG,Retail,actual,UGX
2011-11-15,Lira,Lira Municipality,Lira,Sorghum,867.0,0.34,KG,Retail,actual,UGX
2011-12-15,Gulu,Gulu Municipality,Gulu,Beans,2000.0,0.84,KG,Retail,actual,UGX
2011-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.84,KG,Retail,actual,UGX
2011-12-15,Gulu,Gulu Municipality,Gulu,Millet,1500.0,0.63,KG,Retail,actual,UGX
2011-12-15,Gulu,Gulu Municipality,Gulu,Sorghum,500.0,0.21,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Beans,1367.0,0.57,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Beans,1419.27,0.6,KG,Wholesale,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Cassava flour,1333.0,0.56,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Maize,650.0,0.27,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Maize (white),733.0,0.31,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Maize flour,1400.0,0.59,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Millet,1167.0,0.49,KG,Retail,actual,UGX
2011-12-15,Lira,Lira Municipality,Lira,Sorghum,800.0,0.34,KG,Retail,actual,UGX
2012-01-15,Gulu,Gulu Municipality,Gulu,Beans,2238.0,0.93,KG,Retail,actual,UGX
2012-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1972.0,0.82,KG,Retail,actual,UGX
2012-01-15,Gulu,Gulu Municipality,Gulu,Maize (white),892.0,0.37,KG,Retail,actual,UGX
2012-01-15,Gulu,Gulu Municipality,Gulu,Maize flour,1854.0,0.77,KG,Retail,actual,UGX
2012-01-15,Gulu,Gulu Municipality,Gulu,Millet,1354.0,0.56,KG,Retail,actual,UGX
2012-01-15,Gulu,Gulu Municipality,Gulu,Sorghum,590.0,0.24,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Beans,1417.0,0.59,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Beans,1505.06,0.62,KG,Wholesale,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Cassava flour,1313.0,0.54,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Cassava flour,1090.0,0.45,KG,Wholesale,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Maize,540.0,0.22,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Maize,577.66,0.24,KG,Wholesale,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Maize (white),600.0,0.25,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Maize flour,1400.0,0.58,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Millet,1200.0,0.5,KG,Retail,actual,UGX
2012-01-15,Lira,Lira Municipality,Lira,Sorghum,496.0,0.21,KG,Retail,actual,UGX
2012-02-15,Gulu,Gulu Municipality,Gulu,Beans,2450.0,1.06,KG,Retail,actual,UGX
2012-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1734.0,0.75,KG,Retail,actual,UGX
2012-02-15,Gulu,Gulu Municipality,Gulu,Maize flour,1817.0,0.79,KG,Retail,actual,UGX
2012-02-15,Gulu,Gulu Municipality,Gulu,Millet,1267.0,0.55,KG,Retail,actual,UGX
2012-02-15,Gulu,Gulu Municipality,Gulu,Sorghum,475.0,0.21,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Beans,1500.0,0.65,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Beans,1536.88,0.66,KG,Wholesale,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Cassava flour,1034.0,0.45,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Cassava flour,900.0,0.39,KG,Wholesale,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Maize,560.0,0.24,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Maize,583.08,0.25,KG,Wholesale,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Maize (white),625.0,0.27,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Maize flour,1400.0,0.61,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Millet,1250.0,0.54,KG,Retail,actual,UGX
2012-02-15,Lira,Lira Municipality,Lira,Sorghum,550.0,0.24,KG,Retail,actual,UGX
2012-03-15,Gulu,Gulu Municipality,Gulu,Beans,2420.0,0.98,KG,Retail,actual,UGX
2012-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,1780.0,0.72,KG,Retail,actual,UGX
2012-03-15,Gulu,Gulu Municipality,Gulu,Maize (white),867.0,0.35,KG,Retail,actual,UGX
2012-03-15,Gulu,Gulu Municipality,Gulu,Maize flour,1849.0,0.75,KG,Retail,actual,UGX
2012-03-15,Gulu,Gulu Municipality,Gulu,Sorghum,539.0,0.22,KG,Retail,actual,UGX
2012-03-15,Lira,Lira Municipality,Lira,Beans,1500.0,0.61,KG,Retail,actual,UGX
2012-03-15,Lira,Lira Municipality,Lira,Beans,1593.45,0.65,KG,Wholesale,actual,UGX
2012-03-15,Lira,Lira Municipality,Lira,Cassava flour,984.0,0.4,KG,Retail,actual,UGX
2012-03-15,Lira,Lira Municipality,Lira,Cassava flour,810.0,0.33,KG,Wholesale,actual,UGX
2012-03-15,Lira,Lira Municipality,Lira,Maize,657.94,0.27,KG,Wholesale,actual,UGX
2012-03-15,Lira,Lira Municipality,Lira,Maize (white),650.0,0.26,KG,Retail,actual,UGX
