date,district,sub_county,market,commodity,price_local,price_usd,unit,price_type,price_flag,currency
2015-05-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.33,KG,Retail,actual,UGX
2015-05-15,Lira,Lira Municipality,Lira,Maize flour,1950.0,0.65,KG,Retail,actual,UGX
2015-05-15,Lira,Lira Municipality,Lira,Millet,1500.0,0.5,KG,Retail,actual,UGX
2015-05-15,Lira,Lira Municipality,Lira,Sorghum,800.0,0.27,KG,Retail,actual,UGX
2015-06-15,Gulu,Gulu Municipality,Gulu,Beans,2800.0,0.88,KG,Retail,actual,UGX
2015-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,3500.0,1.1,KG,Retail,actual,UGX
2015-06-15,Gulu,Gulu Municipality,Gulu,Maize (white),1500.0,0.47,KG,Retail,actual,UGX
2015-06-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.63,KG,Retail,actual,UGX
2015-06-15,Gulu,Gulu Municipality,Gulu,Millet,2500.0,0.79,KG,Retail,actual,UGX
2015-06-15,Gulu,Gulu Municipality,Gulu,Sorghum,1500.0,0.47,KG,Retail,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Beans,2267.0,0.71,KG,Retail,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Beans,1995.76,0.63,KG,Wholesale,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Cassava flour,1430.0,0.45,KG,Wholesale,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Maize,850.0,0.27,KG,Retail,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Maize (white),933.0,0.29,KG,Retail,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Maize flour,1867.0,0.59,KG,Retail,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Millet,1433.0,0.45,KG,Retail,actual,UGX
2015-06-15,Lira,Lira Municipality,Lira,Sorghum,833.0,0.26,KG,Retail,actual,UGX
2015-07-15,Gulu,Gulu Municipality,Gulu,Beans,2425.0,0.73,KG,Retail,actual,UGX
2015-07-15,Gulu,Gulu Municipality,Gulu,Maize (white),1200.0,0.36,KG,Retail,actual,UGX
2015-07-15,Gulu,Gulu Municipality,Gulu,Maize flour,1900.0,0.57,KG,Retail,actual,UGX
2015-07-15,Gulu,Gulu Municipality,Gulu,Millet,3250.0,0.98,KG,Retail,actual,UGX
2015-07-15,Gulu,Gulu Municipality,Gulu,Sorghum,950.0,0.29,KG,Retail,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Beans,2000.0,0.6,KG,Retail,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Beans,1930.45,0.58,KG,Wholesale,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Cassava flour,1000.0,0.3,KG,Retail,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Cassava flour,1370.0,0.41,KG,Wholesale,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Maize,900.0,0.27,KG,Retail,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Maize,804.12,0.24,KG,Wholesale,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Maize flour,1875.0,0.57,KG,Retail,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Millet,1325.0,0.4,KG,Retail,actual,UGX
2015-07-15,Lira,Lira Municipality,Lira,Sorghum,950.0,0.29,KG,Retail,actual,UGX
2015-08-15,Gulu,Gulu Municipality,Gulu,Beans,2333.0,0.66,KG,Retail,actual,UGX
2015-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,3667.0,1.04,KG,Retail,actual,UGX
2015-08-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.28,KG,Retail,actual,UGX
2015-08-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.57,KG,Retail,actual,UGX
2015-08-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.28,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Beans,2050.0,0.58,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Beans,1959.19,0.56,KG,Wholesale,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Cassava flour,1000.0,0.28,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Cassava flour,1400.0,0.4,KG,Wholesale,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Maize,650.0,0.18,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Maize,561.83,0.16,KG,Wholesale,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.28,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Maize flour,1400.0,0.4,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Millet,1225.0,0.35,KG,Retail,actual,UGX
2015-08-15,Lira,Lira Municipality,Lira,Sorghum,700.0,0.2,KG,Retail,actual,UGX
2015-09-15,Gulu,Gulu Municipality,Gulu,Beans,2400.0,0.66,KG,Retail,actual,UGX
2015-09-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2500.0,0.68,KG,Retail,actual,UGX
2015-09-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.27,KG,Retail,actual,UGX
2015-09-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.55,KG,Retail,actual,UGX
2015-09-15,Gulu,Gulu Municipality,Gulu,Sorghum,1250.0,0.34,KG,Retail,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Beans,2250.0,0.62,KG,Retail,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Beans,2157.99,0.59,KG,Wholesale,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Cassava flour,1075.0,0.29,KG,Retail,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Cassava flour,1440.0,0.39,KG,Wholesale,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Maize,750.0,0.21,KG,Retail,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Maize,716.64,0.2,KG,Wholesale,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Maize flour,1475.0,0.4,KG,Retail,actual,UGX
2015-09-15,Lira,Lira Municipality,Lira,Sorghum,800.0,0.22,KG,Retail,actual,UGX
2015-10-15,Gulu,Gulu Municipality,Gulu,Beans,3133.0,0.85,KG,Retail,actual,UGX
2015-10-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.54,KG,Retail,actual,UGX
2015-10-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.27,KG,Retail,actual,UGX
2015-10-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.54,KG,Retail,actual,UGX
2015-10-15,Gulu,Gulu Municipality,Gulu,Millet,2000.0,0.54,KG,Retail,actual,UGX
2015-10-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.27,KG,Retail,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Beans,2500.0,0.68,KG,Retail,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Beans,2297.5,0.62,KG,Wholesale,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Cassava flour,1370.0,0.37,KG,Wholesale,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Maize,850.0,0.23,KG,Retail,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Maize (white),700.0,0.19,KG,Retail,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Maize flour,1500.0,0.41,KG,Retail,actual,UGX
2015-10-15,Lira,Lira Municipality,Lira,Sorghum,600.0,0.16,KG,Retail,actual,UGX
2015-11-15,Gulu,Gulu Municipality,Gulu,Beans,3000.0,0.87,KG,Retail,actual,UGX
2015-11-15,Gulu,Gulu Municipality,Gulu,Millet,2500.0,0.72,KG,Retail,actual,UGX
2015-11-15,Gulu,Gulu Municipality,Gulu,Sorghum,1500.0,0.43,KG,Retail,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Beans,2500.0,0.72,KG,Retail,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Beans,2314.96,0.67,KG,Wholesale,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Cassava flour,1333.0,0.39,KG,Retail,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Maize,852.03,0.25,KG,Wholesale,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.29,KG,Retail,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Maize flour,1933.0,0.56,KG,Retail,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Millet,1400.0,0.41,KG,Retail,actual,UGX
2015-11-15,Lira,Lira Municipality,Lira,Sorghum,867.0,0.25,KG,Retail,actual,UGX
2015-12-15,Gulu,Gulu Municipality,Gulu,Beans,2800.0,0.82,KG,Retail,actual,UGX
2015-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,4000.0,1.18,KG,Retail,actual,UGX
2015-12-15,Gulu,Gulu Municipality,Gulu,Maize (white),1833.0,0.54,KG,Retail,actual,UGX
2015-12-15,Gulu,Gulu Municipality,Gulu,Maize flour,2500.0,0.74,KG,Retail,actual,UGX
2015-12-15,Gulu,Gulu Municipality,Gulu,Sorghum,2500.0,0.74,KG,Retail,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Beans,2533.0,0.74,KG,Retail,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Beans,2062.89,0.61,KG,Wholesale,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Cassava flour,1540.0,0.45,KG,Wholesale,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Maize,850.0,0.25,KG,Retail,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Maize,825.16,0.24,KG,Wholesale,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Maize (white),900.0,0.26,KG,Retail,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Maize flour,2500.0,0.74,KG,Retail,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Millet,1200.0,0.35,KG,Retail,actual,UGX
2015-12-15,Lira,Lira Municipality,Lira,Sorghum,900.0,0.26,KG,Retail,actual,UGX
2016-01-15,Gulu,Gulu Municipality,Gulu,Beans,2733.0,0.79,KG,Retail,actual,UGX
2016-01-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.58,KG,Retail,actual,UGX
2016-01-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.29,KG,Retail,actual,UGX
2016-01-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.58,KG,Retail,actual,UGX
2016-01-15,Gulu,Gulu Municipality,Gulu,Millet,2500.0,0.72,KG,Retail,actual,UGX
2016-01-15,Gulu,Gulu Municipality,Gulu,Sorghum,1500.0,0.43,KG,Retail,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Beans,2600.0,0.75,KG,Retail,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Beans,2175.97,0.63,KG,Wholesale,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Cassava flour,1425.0,0.41,KG,Retail,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Cassava flour,1600.0,0.46,KG,Wholesale,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Maize,750.0,0.22,KG,Retail,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Maize,750.77,0.22,KG,Wholesale,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Maize (white),850.0,0.25,KG,Retail,actual,UGX
2016-01-15,Lira,Lira Municipality,Lira,Sorghum,800.0,0.23,KG,Retail,actual,UGX
2016-02-15,Gulu,Gulu Municipality,Gulu,Beans,2800.0,0.82,KG,Retail,actual,UGX
2016-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.59,KG,Retail,actual,UGX
2016-02-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.29,KG,Retail,actual,UGX
2016-02-15,Gulu,Gulu Municipality,Gulu,Sorghum,1600.0,0.47,KG,Retail,actual,UGX
2016-02-15,Lira,Lira Municipality,Lira,Beans,2575.0,0.76,KG,Retail,actual,UGX
2016-02-15,Lira,Lira Municipality,Lira,Beans,2299.89,0.68,KG,Wholesale,actual,UGX
2016-02-15,Lira,Lira Municipality,Lira,Maize,850.0,0.25,KG,Retail,actual,UGX
2016-02-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.29,KG,Retail,actual,UGX
2016-02-15,Lira,Lira Municipality,Lira,Sorghum,975.0,0.29,KG,Retail,actual,UGX
2016-03-15,Gulu,Gulu Municipality,Gulu,Beans,2700.0,0.8,KG,Retail,actual,UGX
2016-03-15,Gulu,Gulu Municipality,Gulu,Sorghum,1600.0,0.48,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Beans,2100.0,0.63,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Beans,2389.64,0.71,KG,Wholesale,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Cassava flour,1500.0,0.45,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Cassava flour,1650.0,0.49,KG,Wholesale,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Maize,975.0,0.29,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Maize,677.06,0.2,KG,Wholesale,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Maize flour,1850.0,0.55,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Millet,1200.0,0.36,KG,Retail,actual,UGX
2016-03-15,Lira,Lira Municipality,Lira,Sorghum,950.0,0.28,KG,Retail,actual,UGX
2016-04-15,Gulu,Gulu Municipality,Gulu,Beans,3000.0,0.9,KG,Retail,actual,UGX
2016-04-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.6,KG,Retail,actual,UGX
2016-04-15,Gulu,Gulu Municipality,Gulu,Maize (white),1200.0,0.36,KG,Retail,actual,UGX
2016-04-15,Gulu,Gulu Municipality,Gulu,Maize flour,1800.0,0.54,KG,Retail,actual,UGX
2016-04-15,Gulu,Gulu Municipality,Gulu,Millet,2500.0,0.75,KG,Retail,actual,UGX
2016-04-15,Gulu,Gulu Municipality,Gulu,Sorghum,1500.0,0.45,KG,Retail,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Beans,2500.0,0.75,KG,Retail,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Cassava flour,1450.0,0.44,KG,Retail,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Cassava flour,1862.5,0.56,KG,Wholesale,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Maize,1000.0,0.3,KG,Retail,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Maize,754.68,0.23,KG,Wholesale,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Maize flour,1800.0,0.54,KG,Retail,actual,UGX
2016-04-15,Lira,Lira Municipality,Lira,Sorghum,1000.0,0.3,KG,Retail,actual,UGX
2016-05-15,Gulu,Gulu Municipality,Gulu,Beans,3400.0,1.02,KG,Retail,actual,UGX
2016-05-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.6,KG,Retail,actual,UGX
2016-05-15,Gulu,Gulu Municipality,Gulu,Maize (white),1400.0,0.42,KG,Retail,actual,UGX
2016-05-15,Gulu,Gulu Municipality,Gulu,Maize flour,1933.0,0.58,KG,Retail,actual,UGX
2016-05-15,Gulu,Gulu Municipality,Gulu,Millet,1833.0,0.55,KG,Retail,actual,UGX
2016-05-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.3,KG,Retail,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Beans,2375.0,0.72,KG,Retail,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Beans,2394.58,0.72,KG,Wholesale,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Cassava flour,2210.0,0.67,KG,Wholesale,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Maize,1000.0,0.3,KG,Retail,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Maize,832.29,0.25,KG,Wholesale,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Maize flour,1500.0,0.45,KG,Retail,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Millet,1400.0,0.42,KG,Retail,actual,UGX
2016-05-15,Lira,Lira Municipality,Lira,Sorghum,900.0,0.27,KG,Retail,actual,UGX
2016-06-15,Gulu,Gulu Municipality,Gulu,Beans,3000.0,0.9,KG,Retail,actual,UGX
2016-06-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.6,KG,Retail,actual,UGX
2016-06-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-06-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.3,KG,Retail,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Beans,2500.0,0.75,KG,Retail,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Beans,2237.43,0.67,KG,Wholesale,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Cassava flour,2000.0,0.6,KG,Retail,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Cassava flour,2300.0,0.69,KG,Wholesale,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Maize,1000.0,0.3,KG,Retail,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Maize,906.88,0.27,KG,Wholesale,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Maize (white),1025.0,0.31,KG,Retail,actual,UGX
2016-06-15,Lira,Lira Municipality,Lira,Sorghum,1000.0,0.3,KG,Retail,actual,UGX
2016-07-15,Gulu,Gulu Municipality,Gulu,Beans,2700.0,0.8,KG,Retail,actual,UGX
2016-07-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.59,KG,Retail,actual,UGX
2016-07-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-07-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.59,KG,Retail,actual,UGX
2016-07-15,Gulu,Gulu Municipality,Gulu,Millet,2000.0,0.59,KG,Retail,actual,UGX
2016-07-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.3,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Beans,2275.0,0.68,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Beans,2188.82,0.65,KG,Wholesale,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Cassava flour,1500.0,0.45,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Cassava flour,2300.0,0.68,KG,Wholesale,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Maize,1200.0,0.36,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Maize,800.87,0.24,KG,Wholesale,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Maize (white),1033.0,0.31,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Maize flour,2375.0,0.71,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Millet,1400.0,0.42,KG,Retail,actual,UGX
2016-07-15,Lira,Lira Municipality,Lira,Sorghum,1200.0,0.36,KG,Retail,actual,UGX
2016-08-15,Gulu,Gulu Municipality,Gulu,Beans,3000.0,0.89,KG,Retail,actual,UGX
2016-08-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.59,KG,Retail,actual,UGX
2016-08-15,Gulu,Gulu Municipality,Gulu,Maize (white),1133.0,0.34,KG,Retail,actual,UGX
2016-08-15,Gulu,Gulu Municipality,Gulu,Millet,2167.0,0.64,KG,Retail,actual,UGX
2016-08-15,Gulu,Gulu Municipality,Gulu,Sorghum,1067.0,0.32,KG,Retail,actual,UGX
2016-08-15,Lira,Lira Municipality,Lira,Beans,2367.0,0.7,KG,Retail,actual,UGX
2016-08-15,Lira,Lira Municipality,Lira,Beans,2259.95,0.67,KG,Wholesale,actual,UGX
2016-08-15,Lira,Lira Municipality,Lira,Maize,808.21,0.24,KG,Wholesale,actual,UGX
2016-08-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-08-15,Lira,Lira Municipality,Lira,Millet,1600.0,0.47,KG,Retail,actual,UGX
2016-08-15,Lira,Lira Municipality,Lira,Sorghum,1000.0,0.3,KG,Retail,actual,UGX
2016-09-15,Gulu,Gulu Municipality,Gulu,Beans,2633.0,0.78,KG,Retail,actual,UGX
2016-09-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.59,KG,Retail,actual,UGX
2016-09-15,Gulu,Gulu Municipality,Gulu,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-09-15,Gulu,Gulu Municipality,Gulu,Millet,2500.0,0.74,KG,Retail,actual,UGX
2016-09-15,Gulu,Gulu Municipality,Gulu,Sorghum,933.0,0.28,KG,Retail,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Beans,2500.0,0.74,KG,Retail,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Beans,2331.71,0.69,KG,Wholesale,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Cassava flour,1567.0,0.46,KG,Retail,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Maize,887.73,0.26,KG,Wholesale,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Maize (white),1000.0,0.3,KG,Retail,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Maize flour,2500.0,0.74,KG,Retail,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Millet,1467.0,0.43,KG,Retail,actual,UGX
2016-09-15,Lira,Lira Municipality,Lira,Sorghum,1133.0,0.34,KG,Retail,actual,UGX
2016-10-15,Gulu,Gulu Municipality,Gulu,Beans,3000.0,0.87,KG,Retail,actual,UGX
2016-10-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.58,KG,Retail,actual,UGX
2016-10-15,Gulu,Gulu Municipality,Gulu,Maize (white),1200.0,0.35,KG,Retail,actual,UGX
2016-10-15,Gulu,Gulu Municipality,Gulu,Maize flour,2000.0,0.58,KG,Retail,actual,UGX
2016-10-15,Gulu,Gulu Municipality,Gulu,Millet,1867.0,0.54,KG,Retail,actual,UGX
2016-10-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.29,KG,Retail,actual,UGX
2016-10-15,Lira,Lira Municipality,Lira,Beans,2500.0,0.72,KG,Retail,actual,UGX
2016-10-15,Lira,Lira Municipality,Lira,Beans,2099.14,0.61,KG,Wholesale,actual,UGX
2016-10-15,Lira,Lira Municipality,Lira,Cassava flour,2400.0,0.7,KG,Retail,actual,UGX
2016-10-15,Lira,Lira Municipality,Lira,Cassava flour,2000.0,0.58,KG,Wholesale,actual,UGX
2016-10-15,Lira,Lira Municipality,Lira,Maize,1000.0,0.29,KG,Retail,actual,UGX
2016-10-15,Lira,Lira Municipality,Lira,Maize,899.58,0.26,KG,Wholesale,actual,UGX
2016-11-15,Gulu,Gulu Municipality,Gulu,Beans,2700.0,0.76,KG,Retail,actual,UGX
2016-11-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.56,KG,Retail,actual,UGX
2016-11-15,Gulu,Gulu Municipality,Gulu,Maize (white),1100.0,0.31,KG,Retail,actual,UGX
2016-11-15,Gulu,Gulu Municipality,Gulu,Millet,2500.0,0.7,KG,Retail,actual,UGX
2016-11-15,Gulu,Gulu Municipality,Gulu,Sorghum,1000.0,0.28,KG,Retail,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Beans,2250.0,0.63,KG,Retail,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Beans,1899.42,0.54,KG,Wholesale,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Cassava flour,2200.0,0.62,KG,Wholesale,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Maize,1200.0,0.34,KG,Retail,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Maize,1036.96,0.29,KG,Wholesale,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Maize flour,2650.0,0.75,KG,Retail,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Millet,1675.0,0.47,KG,Retail,actual,UGX
2016-11-15,Lira,Lira Municipality,Lira,Sorghum,1200.0,0.34,KG,Retail,actual,UGX
2016-12-15,Gulu,Gulu Municipality,Gulu,Beans,2700.0,0.75,KG,Retail,actual,UGX
2016-12-15,Gulu,Gulu Municipality,Gulu,Cassava flour,2000.0,0.55,KG,Retail,actual,UGX
2016-12-15,Gulu,Gulu Municipality,Gulu,Maize (white),1200.0,0.33,KG,Retail,actual,UGX
2016-12-15,Gulu,Gulu Municipality,Gulu,Maize flour,2400.0,0.67,KG,Retail,actual,UGX
2016-12-15,Gulu,Gulu Municipality,Gulu,Sorghum,1200.0,0.33,KG,Retail,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Beans,2375.0,0.66,KG,Retail,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Beans,2107.43,0.58,KG,Wholesale,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Cassava flour,1500.0,0.42,KG,Retail,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Cassava flour,2390.0,0.66,KG,Wholesale,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Maize,1200.0,0.33,KG,Retail,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Maize,1114.38,0.31,KG,Wholesale,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Maize flour,2658.0,0.74,KG,Retail,actual,UGX
2016-12-15,Lira,Lira Municipality,Lira,Sorghum,1250.0,0.35,KG,Retail,actual,UGX
2017-01-15,Gulu,Gulu Municipality,Gulu,Beans,2600.0,0.72,KG,Retail,actual,UGX
2017-01-15,Gulu,Gulu Municipality,Gulu,Maize (white),1200.0,0.33,KG,Retail,actual,UGX
2017-01-15,Gulu,Gulu Municipality,Gulu,Maize flour,2400.0,0.67,KG,Retail,actual,UGX
2017-01-15,Gulu,Gulu Municipality,Gulu,Millet,2150.0,0.6,KG,Retail,actual,UGX
2017-01-15,Gulu,Gulu Municipality,Gulu,Sorghum,1050.0,0.29,KG,Retail,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Beans,2533.0,0.7,KG,Retail,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Beans,2368.07,0.66,KG,Wholesale,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Cassava flour,1500.0,0.42,KG,Retail,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Cassava flour,2400.0,0.67,KG,Wholesale,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Maize,1225.0,0.34,KG,Retail,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Maize,1184.22,0.33,KG,Wholesale,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Maize (white),1200.0,0.33,KG,Retail,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Millet,2333.0,0.65,KG,Retail,actual,UGX
2017-01-15,Lira,Lira Municipality,Lira,Sorghum,1200.0,0.33,KG,Retail,actual,UGX
